Title,Media URL,Pinterest board,Description,Link,Keywords
Jolie Cushion Solitaire: Cushion lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0142.jpg,Cushion engagement rings,"A single cushion lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/jolie-cushion-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"cushion ring, lab grown diamond, engagement ring, solitaire setting, made to order"
Linnea Champagne Radiant Solitaire: Radiant lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0143.jpg,Coloured stone rings,"A single champagne radiant lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/linnea-champagne-radiant-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"radiant ring, lab grown diamond, engagement ring, solitaire setting, made to order"
Kerensa Emerald Solitaire: Emerald lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0144.jpg,Emerald engagement rings,"A single emerald lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/kerensa-emerald-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"emerald ring, lab grown diamond, engagement ring, solitaire setting, made to order"
Lorelle Cushion Heritage: Cushion lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0145.jpg,Cushion engagement rings,"A cushion lab-grown diamond in a heritage setting with hand-finished detailing along the band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/lorelle-cushion-heritage?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"cushion ring, lab grown diamond, engagement ring, heritage setting, made to order"
Minerva Heritage: Moval lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0146.jpg,Moval engagement rings,"A lab-grown diamond in a heritage setting with hand-finished detailing along the band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/minerva-heritage?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"moval ring, lab grown diamond, engagement ring, heritage setting, made to order"
Nyssa Heritage: Moval lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0147.jpg,Moval engagement rings,"A lab-grown diamond in a heritage setting with hand-finished detailing along the band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/nyssa-heritage?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"moval ring, lab grown diamond, engagement ring, heritage setting, made to order"
Orabel Pear Heritage: Pear lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0148.jpg,Pear engagement rings,"A pear lab-grown diamond in a heritage setting with hand-finished detailing along the band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/orabel-pear-heritage?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"pear ring, lab grown diamond, engagement ring, heritage setting, made to order"
Pernille Toi et Moi: lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0149.jpg,Lab-grown engagement rings,"Two stones set side by side: a lab-grown diamond paired with a companion cut, each held in its own claws. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/pernille-toi-et-moi?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"lab grown diamond, engagement ring, toi et moi setting, made to order"
Quenby Heritage: Moval lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0150.jpg,Moval engagement rings,"A lab-grown diamond in a heritage setting with hand-finished detailing along the band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/quenby-heritage?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"moval ring, lab grown diamond, engagement ring, heritage setting, made to order"
Philippa Emerald Solitaire: Emerald lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0151.jpg,Emerald engagement rings,"A single emerald lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/philippa-emerald-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"emerald ring, lab grown diamond, engagement ring, solitaire setting, made to order"
Rosel Five Stone: lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0152.jpg,Lab-grown engagement rings,"A lab-grown diamond flanked by four graduated stones, set low across the finger. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/rosel-five-stone?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"lab grown diamond, engagement ring, five stone setting, made to order"
Sorrel Oval Solitaire: Oval lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0153.jpg,Oval engagement rings,"A single oval lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/sorrel-oval-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"oval ring, lab grown diamond, engagement ring, solitaire setting, made to order"
Tamara Blue Solitaire: lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0154.jpg,Coloured stone rings,"A single blue lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/tamara-blue-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"lab grown diamond, engagement ring, solitaire setting, made to order"
Undine Cushion Solitaire: Cushion lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0155.jpg,Cushion engagement rings,"A single cushion lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/undine-cushion-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"cushion ring, lab grown diamond, engagement ring, solitaire setting, made to order"
Verena Solitaire: Moval lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0156.jpg,Moval engagement rings,"A single lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/verena-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"moval ring, lab grown diamond, engagement ring, solitaire setting, made to order"
Verena Pear Solitaire: Pear lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0157.jpg,Pear engagement rings,"A single pear lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/verena-pear-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"pear ring, lab grown diamond, engagement ring, solitaire setting, made to order"
Willa Emerald Solitaire: Emerald lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0158.jpg,Emerald engagement rings,"A single emerald lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/willa-emerald-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"emerald ring, lab grown diamond, engagement ring, solitaire setting, made to order"
Willa Cushion Solitaire: Cushion lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0159.jpg,Cushion engagement rings,"A single cushion lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/willa-cushion-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"cushion ring, lab grown diamond, engagement ring, solitaire setting, made to order"
Yseult Marquise Solitaire: Marquise lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0160.jpg,Marquise engagement rings,"A single marquise lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/yseult-marquise-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"marquise ring, lab grown diamond, engagement ring, solitaire setting, made to order"
Galia Marquise Bezel: Marquise lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0161.jpg,Marquise engagement rings,"A marquise lab-grown diamond wrapped in a clean, protective bezel of polished gold. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/galia-marquise-bezel?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"marquise ring, lab grown diamond, engagement ring, bezel setting, made to order"
Zenobia Five Stone: lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0162.jpg,Lab-grown engagement rings,"A lab-grown diamond flanked by four graduated stones, set low across the finger. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/zenobia-five-stone?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"lab grown diamond, engagement ring, five stone setting, made to order"
Adrienne Champagne Oval Solitaire: Oval lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0163.jpg,Coloured stone rings,"A single champagne oval lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/adrienne-champagne-oval-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"oval ring, lab grown diamond, engagement ring, solitaire setting, made to order"
Aisling Blue Three Stone: lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0164.jpg,Coloured stone rings,"A blue lab-grown diamond framed by two side stones, matched for colour and cut. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/aisling-blue-three-stone?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"lab grown diamond, engagement ring, three stone setting, made to order"
Philippa Champagne Solitaire: Old Euro lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0165.jpg,Coloured stone rings,"A single champagne lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/philippa-champagne-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"old euro ring, lab grown diamond, engagement ring, solitaire setting, made to order"
Cosima Champagne Oval Solitaire: Oval lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0166.jpg,Coloured stone rings,"A single champagne oval lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/cosima-champagne-oval-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"oval ring, lab grown diamond, engagement ring, solitaire setting, made to order"
Noor Champagne Oval Solitaire: Oval lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0167.jpg,Coloured stone rings,"A single champagne oval lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/noor-champagne-oval-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"oval ring, lab grown diamond, engagement ring, solitaire setting, made to order"
Alethea Champagne Cushion Solitaire: Cushion lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0168.jpg,Coloured stone rings,"A single champagne cushion lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/alethea-champagne-cushion-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"cushion ring, lab grown diamond, engagement ring, solitaire setting, made to order"
Alethea Champagne Elongated Cushion Solitaire: Elongated Cushion lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0169.jpg,Coloured stone rings,"A single champagne elongated cushion lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/alethea-champagne-elongated-cushion-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"elongated cushion ring, lab grown diamond, engagement ring, solitaire setting, made to order"
Amabel Champagne Cushion Solitaire: Cushion lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0170.jpg,Coloured stone rings,"A single champagne cushion lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/amabel-champagne-cushion-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"cushion ring, lab grown diamond, engagement ring, solitaire setting, made to order"
Jora Champagne Cushion Solitaire: Cushion lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0171.jpg,Coloured stone rings,"A single champagne cushion lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/jora-champagne-cushion-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"cushion ring, lab grown diamond, engagement ring, solitaire setting, made to order"
Amandine Champagne Emerald Three Stone: Emerald lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0172.jpg,Coloured stone rings,"A champagne emerald lab-grown diamond framed by two side stones, matched for colour and cut. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/amandine-champagne-emerald-three-stone?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"emerald ring, lab grown diamond, engagement ring, three stone setting, made to order"
Aurore Champagne Emerald Three Stone: Emerald lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0173.jpg,Coloured stone rings,"A champagne emerald lab-grown diamond framed by two side stones, matched for colour and cut. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/aurore-champagne-emerald-three-stone?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"emerald ring, lab grown diamond, engagement ring, three stone setting, made to order"
Avriel Champagne Solitaire: lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0174.jpg,Coloured stone rings,"A single champagne lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/avriel-champagne-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"lab grown diamond, engagement ring, solitaire setting, made to order"
Belen Champagne Solitaire: Moval lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0175.jpg,Coloured stone rings,"A single champagne lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/belen-champagne-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"moval ring, lab grown diamond, engagement ring, solitaire setting, made to order"
Bertille Champagne Halo: lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0176.jpg,Coloured stone rings,"A champagne lab-grown diamond lifted by a fine halo of pavé that catches light from every angle. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/bertille-champagne-halo?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"lab grown diamond, engagement ring, halo setting, made to order"
Bruna Champagne Cushion Solitaire: Cushion lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0177.jpg,Coloured stone rings,"A single champagne cushion lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/bruna-champagne-cushion-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"cushion ring, lab grown diamond, engagement ring, solitaire setting, made to order"
Caelia Champagne Marquise Solitaire: Marquise lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0178.jpg,Coloured stone rings,"A single champagne marquise lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/caelia-champagne-marquise-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"marquise ring, lab grown diamond, engagement ring, solitaire setting, made to order"
Alethea Cushion Solitaire: Cushion lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0179.jpg,Cushion engagement rings,"A single cushion lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/alethea-cushion-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"cushion ring, lab grown diamond, engagement ring, solitaire setting, made to order"
Alethea Solitaire: Moval lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0180.jpg,Moval engagement rings,"A single lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/alethea-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"moval ring, lab grown diamond, engagement ring, solitaire setting, made to order"
Alethea Elongated Cushion Solitaire: Elongated Cushion lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0181.jpg,Elongated Cushion engagement rings,"A single elongated cushion lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/alethea-elongated-cushion-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"elongated cushion ring, lab grown diamond, engagement ring, solitaire setting, made to order"
Elodie Cushion East-West: Cushion lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0182.jpg,Cushion engagement rings,"A cushion lab-grown diamond turned on its side and held in a slim east-west setting. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/elodie-cushion-east-west?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"cushion ring, lab grown diamond, engagement ring, east-west setting, made to order"
Elodie Elongated Cushion Solitaire: Elongated Cushion lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0183.jpg,Elongated Cushion engagement rings,"A single elongated cushion lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/elodie-elongated-cushion-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"elongated cushion ring, lab grown diamond, engagement ring, solitaire setting, made to order"
Elodie Solitaire: Old Euro lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0184.jpg,Old Euro engagement rings,"A single lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/elodie-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"old euro ring, lab grown diamond, engagement ring, solitaire setting, made to order"
Carlota Round Signet: Round lab-grown diamond ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0185.jpg,Lab-grown diamond rings,"A signet profile with a round lab-grown diamond set flush into the face. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/carlota-round-signet?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"round ring, lab grown diamond, ring, signet setting, made to order"
Clarimond Champagne Cushion Solitaire: Cushion lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0186.jpg,Coloured stone rings,"A single champagne cushion lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/clarimond-champagne-cushion-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"cushion ring, lab grown diamond, engagement ring, solitaire setting, made to order"
Vela Blue Solitaire: lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0187.jpg,Coloured stone rings,"A single blue lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/vela-blue-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"lab grown diamond, engagement ring, solitaire setting, made to order"
Clemence Champagne East-West: lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0188.jpg,Coloured stone rings,"A champagne lab-grown diamond turned on its side and held in a slim east-west setting. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/clemence-champagne-east-west?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"lab grown diamond, engagement ring, east-west setting, made to order"
Ulla Champagne Marquise Solitaire: Marquise lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0189.jpg,Coloured stone rings,"A single champagne marquise lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/ulla-champagne-marquise-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"marquise ring, lab grown diamond, engagement ring, solitaire setting, made to order"
Delfina Oval Solitaire: Oval lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0190.jpg,Oval engagement rings,"A single oval lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/delfina-oval-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"oval ring, lab grown diamond, engagement ring, solitaire setting, made to order"
Demetria Elongated Cushion Solitaire: Elongated Cushion lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0191.jpg,Elongated Cushion engagement rings,"A single elongated cushion lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/demetria-elongated-cushion-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"elongated cushion ring, lab grown diamond, engagement ring, solitaire setting, made to order"
Eira Pear Solitaire: Pear lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0192.jpg,Pear engagement rings,"A single pear lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/eira-pear-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"pear ring, lab grown diamond, engagement ring, solitaire setting, made to order"
